Unnamed: 0,type,epoch,top1,top5,loss,time,network_norm,layer,round,trainable_params,optimizer,hidden_layer_dim,batch_size,batch_norm,weight_decay,learning_rate,invariant,condition,max_epochs,model,train_strategy,model_strategy
2,train,1,0.38476,0.85556,0.0070614301419258,5.2,12.578271250263157,2,11,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
3,test,1,0.3804,0.8568,0.0071019127964973,,,2,11,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
4,train,2,0.38462,0.85588,0.0070634926199913,5.1,12.55991796631859,2,11,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
5,test,2,0.3799,0.8543,0.0071066155552864,,,2,11,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
6,train,3,0.38638,0.85506,0.0070625439810752,5.1,12.541616429934765,2,11,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
7,test,3,0.3769,0.855,0.0071099667191505,,,2,11,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
8,train,4,0.38452,0.85566,0.0070643761706352,5.1,12.523351759065564,2,11,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
9,test,4,0.3775,0.8554,0.0071062532186508,,,2,11,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
0,train,0,0.38488,0.85612,0.0070520497822761,5.2,12.612029451091113,0,12,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
1,test,0,0.3769,0.8561,0.0070978007674217,,,0,12,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
2,train,1,0.38646,0.856,0.0070502641820907,5.3,12.688129797480313,0,12,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
3,test,1,0.3748,0.8527,0.007103527534008,,,0,12,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
4,train,2,0.38662,0.85514,0.0070445304942131,5.1,12.758144755423489,0,12,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
5,test,2,0.3767,0.8528,0.0070904742240905,,,0,12,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
6,train,3,0.3871,0.85566,0.0070380023217201,5.1,12.82150137582694,0,12,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
7,test,3,0.3757,0.8567,0.0070848227739334,,,0,12,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
8,train,4,0.38814,0.85546,0.0070360022616386,5.2,12.887183836175398,0,12,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
9,test,4,0.3767,0.8542,0.0070812414050102,,,0,12,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
0,train,0,0.38692,0.8565,0.0070358639430999,5.1,12.86804748131653,1,12,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
1,test,0,0.3769,0.8546,0.0070824643731117,,,1,12,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
2,train,1,0.38794,0.85666,0.007034647731781,5.2,12.848957939906732,1,12,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
3,test,1,0.3774,0.8539,0.0070825197815895,,,1,12,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
4,train,2,0.38752,0.85636,0.0070383371591567,5.0,12.829915626165509,1,12,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
5,test,2,0.3772,0.854,0.0070831155896186,,,1,12,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
6,train,3,0.388,0.85564,0.0070362830138206,5.0,12.810928314733468,1,12,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
7,test,3,0.3762,0.8536,0.0070891476988792,,,1,12,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
8,train,4,0.38766,0.85668,0.0070381403422355,5.3,12.791981673210168,1,12,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
9,test,4,0.3767,0.8535,0.0070873150706291,,,1,12,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
0,train,0,0.3883,0.85598,0.0070384680795669,5.1,12.77307733592624,2,12,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
1,test,0,0.3788,0.8559,0.0070833031415939,,,2,12,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
2,train,1,0.38786,0.85636,0.0070376011300086,5.6,12.754235424691554,2,12,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
3,test,1,0.3784,0.8537,0.0070882764458656,,,2,12,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
4,train,2,0.38738,0.856,0.0070416477751731,5.0,12.73543331360432,2,12,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
5,test,2,0.3763,0.8555,0.0070868105530738,,,2,12,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
6,train,3,0.38764,0.85658,0.0070404487085342,5.2,12.71667429707868,2,12,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
7,test,3,0.3783,0.8528,0.007086122572422,,,2,12,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
8,train,4,0.38758,0.85678,0.0070410060214996,4.9,12.697968738989436,2,12,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
9,test,4,0.3755,0.8553,0.0070881097674369,,,2,12,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
0,train,0,0.38826,0.85692,0.0070360841941833,5.2,12.781948425146313,0,13,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
1,test,0,0.3807,0.8575,0.0070817158460617,,,0,13,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
2,train,1,0.38776,0.85622,0.0070392165112495,5.2,12.855978590979992,0,13,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
3,test,1,0.3784,0.8554,0.0070875141739845,,,0,13,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
4,train,2,0.38778,0.85568,0.0070324847841262,5.2,12.924242797597037,0,13,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
5,test,2,0.3835,0.8545,0.0070824610233306,,,0,13,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
6,train,3,0.38794,0.85872,0.0070296220278739,5.3,12.990772136106967,0,13,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
7,test,3,0.3806,0.856,0.0070782734990119,,,0,13,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
8,train,4,0.38994,0.85584,0.0070255301189422,5.1,13.05304521429656,0,13,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
9,test,4,0.3814,0.8561,0.0070743691086769,,,0,13,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
0,train,0,0.38844,0.85646,0.0070239018082618,4.9,13.033491297211356,1,13,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
1,test,0,0.379,0.8568,0.0070695743918418,,,1,13,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
2,train,1,0.38844,0.85638,0.0070252146935462,5.1,13.013990581285896,1,13,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
3,test,1,0.3814,0.8577,0.0070732626795768,,,1,13,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
4,train,2,0.39056,0.85592,0.0070263155603408,5.2,12.99454155331198,1,13,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
5,test,2,0.3797,0.8578,0.007072645664215,,,1,13,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
6,train,3,0.38984,0.85588,0.0070263251900672,5.1,12.97513363781762,1,13,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
7,test,3,0.3808,0.8572,0.0070739047050476,,,1,13,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
8,train,4,0.3899,0.85622,0.0070274894332885,5.1,12.955767274469634,1,13,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
9,test,4,0.379,0.8572,0.0070732654571533,,,1,13,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
0,train,0,0.38896,0.8559,0.0070282092523574,5.1,12.936458573952503,2,13,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
1,test,0,0.3808,0.8575,0.0070722140192985,,,2,13,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
2,train,1,0.3886,0.85676,0.0070281647658348,5.5,12.917201420533074,2,13,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
3,test,1,0.3801,0.8576,0.0070768782377243,,,2,13,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
4,train,2,0.39078,0.85672,0.0070282530879974,4.9,12.897990899694271,2,13,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
5,test,2,0.3815,0.8579,0.0070736272573471,,,2,13,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
6,train,3,0.38866,0.85684,0.007027771642208,5.1,12.878824311006134,2,13,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
7,test,3,0.3803,0.8578,0.0070773869037628,,,2,13,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
8,train,4,0.38852,0.85636,0.0070298840045928,4.9,12.859708029470374,2,13,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
9,test,4,0.3803,0.8571,0.0070775466203689,,,2,13,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
0,train,0,0.38736,0.85522,0.0070354206681251,5.1,12.9479864130735,0,14,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
1,test,0,0.3815,0.854,0.0070796499252319,,,0,14,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
2,train,1,0.3876,0.85702,0.0070270496296882,5.1,13.01784180541914,0,14,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
3,test,1,0.3792,0.8565,0.007079633629322,,,0,14,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
4,train,2,0.39026,0.85806,0.0070182498097419,5.1,13.087482828809051,0,14,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
5,test,2,0.3785,0.8572,0.0070639249563217,,,0,14,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
6,train,3,0.38784,0.85692,0.0070228813695907,5.2,13.155179921588116,0,14,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
7,test,3,0.3743,0.855,0.0070666992306709,,,0,14,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
8,train,4,0.39058,0.85772,0.0070148853492736,5.2,13.214689061624158,0,14,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
9,test,4,0.3785,0.8547,0.0070640292882919,,,0,14,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
0,train,0,0.39088,0.8572,0.0070151126003265,5.3,13.194734409351488,1,14,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
1,test,0,0.3811,0.8561,0.0070560640573501,,,1,14,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
2,train,1,0.38994,0.8567,0.0070158867788314,5.3,13.174824002569125,1,14,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
3,test,1,0.3802,0.8541,0.0070604105114936,,,1,14,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
4,train,2,0.39018,0.85674,0.0070178353953361,5.0,13.154965705260157,1,14,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
5,test,2,0.3786,0.8564,0.0070571326613426,,,1,14,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
6,train,3,0.39094,0.85698,0.0070146928477287,5.3,13.135161130842894,1,14,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
7,test,3,0.382,0.8561,0.007060772383213,,,1,14,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
8,train,4,0.3912,0.85736,0.007016841905117,5.0,13.115402537681511,1,14,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
9,test,4,0.3775,0.8549,0.0070605378866195,,,1,14,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
0,train,0,0.39086,0.8565,0.0070161591148376,5.2,13.09568878985782,2,14,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
1,test,0,0.3797,0.8551,0.0070633610248565,,,2,14,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
2,train,1,0.39136,0.85774,0.0070180056333541,5.5,13.07602781042767,2,14,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
3,test,1,0.3799,0.8557,0.0070595497846603,,,2,14,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
4,train,2,0.39096,0.85744,0.0070183163070678,4.9,13.056421570869867,2,14,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
5,test,2,0.3802,0.8554,0.007059562075138,,,2,14,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
6,train,3,0.39204,0.85676,0.0070185186386108,5.2,13.036861906438231,2,14,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
7,test,3,0.3794,0.8558,0.0070632314801216,,,2,14,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
8,train,4,0.38978,0.85706,0.0070221539258956,5.2,13.017347240058868,2,14,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
9,test,4,0.378,0.856,0.0070631518125534,,,2,14,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
0,train,0,0.3878,0.85822,0.0070196134257316,5.2,13.098379078469335,0,15,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
1,test,0,0.382,0.8584,0.007071072936058,,,0,15,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
2,train,1,0.38906,0.85716,0.0070192186069488,5.2,13.171989038479976,0,15,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
3,test,1,0.3783,0.8555,0.0070685967326164,,,0,15,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
4,train,2,0.38988,0.85652,0.0070129723381996,5.1,13.236093504621842,0,15,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
5,test,2,0.381,0.8575,0.0070632875442504,,,0,15,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
6,train,3,0.39026,0.85784,0.0070065647530555,5.2,13.30050673464589,0,15,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
7,test,3,0.3811,0.8585,0.0070596599578857,,,0,15,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
8,train,4,0.39254,0.85896,0.0070057528734207,5.2,13.363720591318309,0,15,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
9,test,4,0.383,0.856,0.0070601516723632,,,0,15,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
0,train,0,0.39088,0.85814,0.0070050411629676,5.2,13.343392697458135,1,15,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
1,test,0,0.3813,0.8574,0.0070615310311317,,,1,15,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
2,train,1,0.39072,0.85896,0.0070067323327064,5.0,13.32311725845731,1,15,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
3,test,1,0.3816,0.8573,0.0070635463833808,,,1,15,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
4,train,2,0.39084,0.85862,0.0070070586419105,5.1,13.302886704737242,1,15,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
5,test,2,0.3812,0.8576,0.0070629012703895,,,1,15,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
6,train,3,0.39196,0.8582,0.0070082630228996,5.0,13.282711247130806,1,15,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
7,test,3,0.3808,0.8591,0.0070661855816841,,,1,15,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
8,train,4,0.3908,0.85886,0.0070108650851249,5.1,13.262591184494433,1,15,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
9,test,4,0.3802,0.858,0.0070650305628776,,,1,15,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp1_rounds20_epochs5_CIFAR10,5,CNN,layerwise,CNN_layerwise
