,type,epoch,top1,top5,loss,time,network_norm,layer,round,trainable_params,optimizer,hidden_layer_dim,batch_size,batch_norm,weight_decay,learning_rate,invariant,condition,max_epochs,model,train_strategy,model_strategy
0,train,0,0.26282,0.75786,0.008254166305065156,6.4,8.406849942049467,0,0,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
1,test,0,0.2618,0.752,0.00825266991853714,,,0,0,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
2,train,1,0.29846,0.79122,0.007928166010379791,5.2,8.724109438834578,0,0,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
3,test,1,0.2986,0.785,0.007937138974666596,,,0,0,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
4,train,2,0.31392,0.80582,0.0077713737106323245,5.1,8.991643477492184,0,0,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
5,test,2,0.3093,0.8001,0.007787606585025787,,,0,0,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
6,train,3,0.32478,0.81172,0.007669936182498932,5.2,9.211515301060267,0,0,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
7,test,3,0.3185,0.8088,0.007683412086963654,,,0,0,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
8,train,4,0.32988,0.81788,0.007589630596637726,5.1,9.393629488590355,0,0,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
9,test,4,0.3234,0.819,0.007598496723175049,,,0,0,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
10,train,5,0.33514,0.82254,0.00753501574754715,5.1,9.550886870391851,0,0,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
11,test,5,0.3345,0.8246,0.007544185936450959,,,0,0,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
12,train,6,0.33776,0.82644,0.007497260947227478,5.3,9.694321142915003,0,0,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
13,test,6,0.3377,0.8253,0.007503162550926208,,,0,0,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
14,train,7,0.34676,0.82614,0.007460465126037597,5.3,9.824398574113044,0,0,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
15,test,7,0.3421,0.8297,0.007471735942363739,,,0,0,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
16,train,8,0.34726,0.82908,0.007432604074478149,5.2,9.952434294126505,0,0,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
17,test,8,0.3444,0.8293,0.007443331074714661,,,0,0,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
18,train,9,0.3482,0.8319,0.0074108015990257264,5.1,10.073478167409801,0,0,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
19,test,9,0.3454,0.8317,0.007416668367385864,,,0,0,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
20,train,10,0.3515,0.8326,0.007388951644897461,5.2,10.189730234937251,0,0,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
21,test,10,0.3455,0.8334,0.007396017146110535,,,0,0,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
22,train,11,0.35452,0.83528,0.007369151692390442,5.1,10.305937243072613,0,0,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
23,test,11,0.3515,0.836,0.0073719235301017766,,,0,0,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
24,train,12,0.35608,0.8355,0.007355438508987427,5.1,10.417938245093817,0,0,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
25,test,12,0.3517,0.8351,0.0073644366264343265,,,0,0,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
26,train,13,0.35664,0.83472,0.007341966097354889,5.4,10.530229448521078,0,0,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
27,test,13,0.3528,0.8365,0.0073423117280006405,,,0,0,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
28,train,14,0.3589,0.83738,0.007323436942100525,5.1,10.636629901242049,0,0,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
29,test,14,0.3541,0.8393,0.007327724242210388,,,0,0,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
30,train,15,0.35994,0.839,0.007317403786182403,5.2,10.743377514006315,0,0,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
31,test,15,0.3566,0.8398,0.007314816057682037,,,0,0,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
32,train,16,0.36204,0.83834,0.007294532573223114,5.1,10.844716789476458,0,0,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
33,test,16,0.3577,0.8406,0.007298720610141754,,,0,0,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
34,train,17,0.36218,0.84042,0.007283164012432099,5.1,10.949346857624814,0,0,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
35,test,17,0.3576,0.8402,0.007290075969696045,,,0,0,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
36,train,18,0.3633,0.83986,0.007281059710979461,5.1,11.046871070793662,0,0,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
37,test,18,0.3584,0.8407,0.007278275716304779,,,0,0,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
38,train,19,0.36538,0.84154,0.007258633596897125,5.1,11.146747828765454,0,0,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
39,test,19,0.3609,0.8437,0.007267151916027069,,,0,0,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
0,train,0,0.36572,0.8419,0.0072593659973144535,5.0,11.132128684045647,1,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
1,test,0,0.362,0.8424,0.007266864657402039,,,1,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
2,train,1,0.36668,0.84148,0.0072610976600646976,5.0,11.11755367273351,1,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
3,test,1,0.3641,0.8399,0.00726966952085495,,,1,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
4,train,2,0.36558,0.84114,0.007260250070095062,5.0,11.103015554727081,1,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
5,test,2,0.3628,0.8418,0.007267288267612458,,,1,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
6,train,3,0.36526,0.84166,0.0072624449419975284,5.2,11.088513109078473,1,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
7,test,3,0.3614,0.8415,0.007267748475074768,,,1,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
8,train,4,0.36538,0.842,0.007262367560863495,5.2,11.074050180106138,1,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
9,test,4,0.3637,0.841,0.007273526954650879,,,1,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
10,train,5,0.3655,0.8425,0.007263519849777222,5.1,11.059628443729524,1,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
11,test,5,0.3624,0.8424,0.007271416819095612,,,1,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
12,train,6,0.36564,0.84208,0.007264705066680908,5.4,11.04524932948808,1,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
13,test,6,0.3615,0.8434,0.007271508479118347,,,1,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
14,train,7,0.36552,0.8417,0.00726549243927002,4.9,11.030903176009609,1,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
15,test,7,0.3618,0.844,0.0072702050447463985,,,1,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
16,train,8,0.36528,0.84218,0.007264834027290344,4.9,11.016597799716367,1,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
17,test,8,0.3639,0.8431,0.0072732778906822206,,,1,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
18,train,9,0.3651,0.84276,0.007267827174663543,5.5,11.002328842957658,1,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
19,test,9,0.3636,0.8404,0.007273786854743958,,,1,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
20,train,10,0.36508,0.84238,0.00726724984407425,5.0,10.988101437903236,1,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
21,test,10,0.3604,0.8406,0.007280541181564331,,,1,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
22,train,11,0.36566,0.84266,0.0072680780720710755,5.0,10.973912370386893,1,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
23,test,11,0.3592,0.842,0.007276801204681396,,,1,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
24,train,12,0.3648,0.842,0.007271774861812592,5.1,10.959762802887214,1,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
25,test,12,0.3633,0.8417,0.007274798429012299,,,1,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
26,train,13,0.36448,0.84212,0.007269040832519532,5.1,10.94565003976422,1,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
27,test,13,0.3627,0.8442,0.007278752636909485,,,1,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
28,train,14,0.36438,0.84268,0.007272842342853546,5.1,10.93157392359682,1,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
29,test,14,0.3609,0.8414,0.007286473894119263,,,1,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
30,train,15,0.36472,0.84236,0.0072723228788375855,5.1,10.917535503834214,1,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
31,test,15,0.3609,0.8418,0.007277785444259644,,,1,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
32,train,16,0.36588,0.84192,0.007274082992076874,4.9,10.903541668980196,1,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
33,test,16,0.3626,0.8427,0.0072826979637146,,,1,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
34,train,17,0.36414,0.8427,0.007275072712898255,5.3,10.889582092397962,1,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
35,test,17,0.362,0.8424,0.007282928824424744,,,1,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
36,train,18,0.3658,0.84234,0.007275567462444305,5.2,10.875657529099124,1,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
37,test,18,0.3646,0.8424,0.007282342219352722,,,1,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
38,train,19,0.3658,0.84146,0.007278736476898194,5.1,10.861771209157943,1,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
39,test,19,0.361,0.8435,0.007284243428707123,,,1,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
0,train,0,0.36472,0.84196,0.007278473541736603,4.9,10.847928096387498,2,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
1,test,0,0.3615,0.843,0.007287285852432251,,,2,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
2,train,1,0.36522,0.843,0.007279701941013336,5.2,10.834120225008226,2,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
3,test,1,0.361,0.8415,0.007292756462097168,,,2,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
4,train,2,0.36462,0.84178,0.007282839820384979,5.2,10.820347891545179,2,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
5,test,2,0.3624,0.8435,0.007290288007259369,,,2,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
6,train,3,0.36564,0.84322,0.007282803082466125,5.0,10.80661145870317,2,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
7,test,3,0.3616,0.8421,0.00728608466386795,,,2,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
8,train,4,0.3652,0.84302,0.00728625296831131,5.0,10.792920239850726,2,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
9,test,4,0.3619,0.842,0.007295424556732178,,,2,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
10,train,5,0.36534,0.8428,0.007285921380519867,5.3,10.779262908647556,2,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
11,test,5,0.3611,0.8427,0.0072911553978919985,,,2,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
12,train,6,0.3646,0.84276,0.007286367700099945,5.5,10.765638480338158,2,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
13,test,6,0.3613,0.8419,0.00729482752084732,,,2,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
14,train,7,0.36426,0.84312,0.007289547870159149,5.0,10.752056119854798,2,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
15,test,7,0.3612,0.8419,0.007297390985488892,,,2,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
16,train,8,0.36498,0.8436,0.007290359690189362,5.1,10.738509163151932,2,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
17,test,8,0.3616,0.8427,0.007296636879444122,,,2,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
18,train,9,0.36504,0.8429,0.007292578449249267,5.2,10.725001028618713,2,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
19,test,9,0.3604,0.8407,0.007304849433898926,,,2,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
20,train,10,0.365,0.8429,0.0072941556739807125,5.2,10.711529723218552,2,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
21,test,10,0.3579,0.8422,0.0073011607646942134,,,2,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
22,train,11,0.36388,0.84206,0.007296457340717316,5.2,10.698093217701187,2,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
23,test,11,0.3592,0.8448,0.007297933721542358,,,2,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
24,train,12,0.36472,0.84288,0.007297199249267578,5.0,10.684693442343127,2,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
25,test,12,0.3613,0.8441,0.00730405650138855,,,2,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
26,train,13,0.36398,0.84274,0.007300951356887817,4.9,10.671333121624553,2,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
27,test,13,0.3611,0.8442,0.00730789680480957,,,2,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
28,train,14,0.36432,0.84316,0.007301304740905762,5.2,10.658009277007064,2,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
29,test,14,0.359,0.8416,0.007309176540374756,,,2,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
30,train,15,0.36572,0.84232,0.00730150803565979,5.0,10.644721517166634,2,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
31,test,15,0.3607,0.8433,0.007310607540607452,,,2,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
32,train,16,0.36424,0.84226,0.007304093079566956,5.2,10.631469232240573,2,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
33,test,16,0.3593,0.8428,0.007314100003242493,,,2,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
34,train,17,0.36398,0.84282,0.007305553252696991,4.9,10.618252724800463,2,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
35,test,17,0.3598,0.8423,0.007314794254302978,,,2,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
36,train,18,0.36568,0.84332,0.0073064964032173154,4.9,10.605074442359989,2,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
37,test,18,0.36,0.8433,0.007316571295261383,,,2,0,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
