,type,epoch,top1,top5,loss,time,network_norm,layer,round,trainable_params,optimizer,hidden_layer_dim,batch_size,batch_norm,weight_decay,learning_rate,invariant,condition,max_epochs,model,train_strategy,model_strategy
38,train,19,0.3875,0.85778,0.007035449893474579,5.1,13.620175828984458,1,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
39,test,19,0.383,0.856,0.007075750374794006,,,1,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
0,train,0,0.38906,0.85852,0.007035416579246521,5.0,13.599224159747418,2,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
1,test,0,0.3829,0.8564,0.007079286181926727,,,2,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
2,train,1,0.38806,0.85788,0.007037878890037537,5.4,13.578318830864728,2,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
3,test,1,0.3829,0.8553,0.007077356207370758,,,2,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
4,train,2,0.38824,0.85874,0.007039306087493896,5.3,13.55745353440295,2,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
5,test,2,0.3814,0.8561,0.00707814120054245,,,2,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
6,train,3,0.38854,0.85798,0.0070401750540733336,5.1,13.53664398753353,2,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
7,test,3,0.3861,0.8554,0.007080357420444489,,,2,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
8,train,4,0.3889,0.85722,0.007044735333919525,5.3,13.51589126870981,2,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
9,test,4,0.3831,0.8552,0.007082714354991913,,,2,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
10,train,5,0.38872,0.85772,0.00704412695646286,5.0,13.49518800023875,2,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
11,test,5,0.3814,0.8578,0.007082682371139526,,,2,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
12,train,6,0.38768,0.85828,0.007046531815528869,5.0,13.474534392342338,2,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
13,test,6,0.3823,0.8563,0.007085962426662445,,,2,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
14,train,7,0.3894,0.85822,0.007045795285701752,5.0,13.45393521305431,2,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
15,test,7,0.3808,0.8546,0.0070858734965324405,,,2,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
16,train,8,0.3874,0.8572,0.007048709356784821,5.3,13.4333851078864,2,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
17,test,8,0.3834,0.857,0.007087231040000915,,,2,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
18,train,9,0.38802,0.85854,0.00705145179271698,5.1,13.412882079217564,2,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
19,test,9,0.381,0.8552,0.007090403974056244,,,2,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
20,train,10,0.38912,0.85864,0.007051299750804901,5.0,13.39242946467724,2,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
21,test,10,0.3825,0.8547,0.007092156505584717,,,2,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
22,train,11,0.38838,0.85834,0.00705436279296875,5.0,13.372034711340328,2,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
23,test,11,0.3832,0.856,0.007096147644519806,,,2,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
24,train,12,0.38722,0.85832,0.007056116888523102,5.5,13.351688118710303,2,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
25,test,12,0.3825,0.8554,0.00709567631483078,,,2,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
26,train,13,0.38826,0.85842,0.007057769777774811,5.2,13.331388757700138,2,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
27,test,13,0.3833,0.854,0.007099975645542145,,,2,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
28,train,14,0.38722,0.85816,0.007060448942184448,5.1,13.311142773674357,2,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
29,test,14,0.382,0.8546,0.007100516998767853,,,2,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
30,train,15,0.38764,0.85876,0.007062002739906311,5.1,13.29094966994642,2,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
31,test,15,0.3811,0.856,0.007102751302719116,,,2,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
32,train,16,0.38836,0.85904,0.007063332507610321,5.5,13.27080029015982,2,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
33,test,16,0.3814,0.8573,0.007100336670875549,,,2,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
34,train,17,0.389,0.85774,0.007064254932403565,4.8,13.250699871328475,2,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
35,test,17,0.3827,0.8562,0.007102949225902557,,,2,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
36,train,18,0.38798,0.85846,0.007066498830318451,5.4,13.230654936996396,2,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
37,test,18,0.3843,0.8567,0.00710602126121521,,,2,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
38,train,19,0.38836,0.85882,0.00706954585313797,4.9,13.210663314566057,2,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
39,test,19,0.3822,0.8555,0.0071099432826042175,,,2,3,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
0,train,0,0.3865,0.85582,0.007046326260566712,5.2,13.356531823253773,0,4,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
1,test,0,0.384,0.8551,0.0070870625138282775,,,0,4,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
2,train,1,0.38704,0.85672,0.007036735413074494,5.1,13.45962603701318,0,4,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
3,test,1,0.3794,0.8537,0.007074718391895294,,,0,4,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
4,train,2,0.38638,0.8581,0.007031406452655793,5.3,13.543510355464912,0,4,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
5,test,2,0.384,0.8568,0.007070122730731964,,,0,4,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
6,train,3,0.38584,0.85678,0.007027609066963196,5.1,13.623081387360372,0,4,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
7,test,3,0.3835,0.8553,0.007068091595172882,,,0,4,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
8,train,4,0.38906,0.85818,0.007019421117305756,5.2,13.695622811962956,0,4,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
9,test,4,0.3848,0.857,0.00706288138628006,,,0,4,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
10,train,5,0.38854,0.85706,0.007023157684803009,5.1,13.765361959964002,0,4,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
11,test,5,0.3807,0.8551,0.007062961637973785,,,0,4,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
12,train,6,0.3875,0.85588,0.007018078269958496,5.3,13.828011299054726,0,4,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
13,test,6,0.3829,0.8555,0.007068264651298523,,,0,4,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
14,train,7,0.38924,0.85802,0.007015838828086853,5.1,13.89399991356806,0,4,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
15,test,7,0.3857,0.856,0.00706013423204422,,,0,4,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
16,train,8,0.38822,0.8577,0.0070156568861007695,5.1,13.955137564586694,0,4,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
17,test,8,0.3838,0.8556,0.007056384396553039,,,0,4,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
18,train,9,0.38784,0.8567,0.007011194059848786,5.1,14.014956050577615,0,4,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
19,test,9,0.384,0.8526,0.007058261585235596,,,0,4,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
20,train,10,0.38878,0.8586,0.007011947667598725,5.2,14.074910111295218,0,4,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
21,test,10,0.386,0.8533,0.007056287121772766,,,0,4,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
22,train,11,0.3894,0.85686,0.007004343798160553,5.1,14.130687062721458,0,4,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
23,test,11,0.3846,0.8546,0.007053666579723358,,,0,4,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
24,train,12,0.38788,0.85684,0.0070098704242706296,5.2,14.18803788469389,0,4,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
25,test,12,0.3822,0.8549,0.007058828711509705,,,0,4,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
26,train,13,0.38944,0.85824,0.007002658298015594,5.3,14.241934927211613,0,4,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
27,test,13,0.3827,0.8563,0.007048664176464081,,,0,4,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
28,train,14,0.38824,0.8588,0.007002778244018555,5.3,14.296899045784594,0,4,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
29,test,14,0.385,0.8548,0.007051963472366333,,,0,4,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
30,train,15,0.38904,0.85826,0.006996547231674194,5.4,14.344924188146702,0,4,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
31,test,15,0.3818,0.8571,0.007054492366313934,,,0,4,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
32,train,16,0.3899,0.85796,0.006995169546604157,5.1,14.39533317707063,0,4,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
33,test,16,0.3857,0.8541,0.007046781349182129,,,0,4,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
34,train,17,0.38938,0.85802,0.006986968517303467,5.1,14.44588662390106,0,4,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
35,test,17,0.3831,0.8558,0.007038304340839386,,,0,4,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
36,train,18,0.39226,0.85712,0.006989565043449402,5.1,14.497195694387761,0,4,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
37,test,18,0.3835,0.8542,0.007047498619556427,,,0,4,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
38,train,19,0.39042,0.85924,0.006990928206443787,5.2,14.547685867513248,0,4,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
39,test,19,0.3858,0.8554,0.007041499125957489,,,0,4,1798,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
0,train,0,0.39042,0.8596,0.00699017217874527,5.3,14.524471592103646,1,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
1,test,0,0.3846,0.8557,0.007041134428977966,,,1,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
2,train,1,0.38898,0.8594,0.0069895693349838256,5.4,14.501302820466034,1,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
3,test,1,0.3842,0.8569,0.007044651162624359,,,1,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
4,train,2,0.3911,0.85896,0.006990756103992462,5.2,14.478195702859741,1,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
5,test,2,0.3856,0.8573,0.0070401183485984805,,,1,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
6,train,3,0.38994,0.85918,0.006991833953857422,5.1,14.45514440833898,1,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
7,test,3,0.3848,0.856,0.007045332980155945,,,1,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
8,train,4,0.39088,0.85958,0.006991510648727417,5.1,14.432149732118296,1,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
9,test,4,0.3841,0.857,0.007045360243320465,,,1,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
10,train,5,0.39026,0.85932,0.006993424472808838,5.0,14.409217013224316,1,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
11,test,5,0.3856,0.857,0.0070469816088676454,,,1,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
12,train,6,0.39034,0.85966,0.006994697484970093,5.2,14.386329681629146,1,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
13,test,6,0.3825,0.8564,0.0070503830313682556,,,1,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
14,train,7,0.38982,0.85946,0.0069960272669792175,5.0,14.363501263825492,1,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
15,test,7,0.3847,0.8567,0.0070477005004882815,,,1,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
16,train,8,0.39006,0.85924,0.006995965964794159,5.0,14.340724040427293,1,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
17,test,8,0.3872,0.8573,0.00704595707654953,,,1,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
18,train,9,0.39026,0.85968,0.0069965054249763485,5.3,14.318006040484022,1,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
19,test,9,0.3851,0.8559,0.007049502086639404,,,1,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
20,train,10,0.3906,0.85876,0.0069987016201019285,5.1,14.295345116940561,1,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
21,test,10,0.3858,0.8594,0.007053755021095276,,,1,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
22,train,11,0.39036,0.8595,0.006999764859676361,5.2,14.272738374158493,1,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
23,test,11,0.3831,0.8569,0.007053128290176391,,,1,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
24,train,12,0.38998,0.85944,0.007000001010894775,5.1,14.250182218165845,1,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
25,test,12,0.386,0.8573,0.007054229664802551,,,1,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
26,train,13,0.38972,0.85996,0.007003879776000976,5.0,14.227681432281265,1,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
27,test,13,0.3847,0.8574,0.007056339800357818,,,1,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
28,train,14,0.39038,0.85936,0.007004544146060943,5.1,14.205234648888627,1,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
29,test,14,0.3858,0.8561,0.007053251934051514,,,1,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
30,train,15,0.39008,0.85908,0.007005474722385406,5.3,14.182847429296801,1,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
31,test,15,0.3865,0.8567,0.007058186805248261,,,1,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
32,train,16,0.38936,0.85996,0.007004979858398437,5.3,14.160519395014589,1,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
33,test,16,0.3848,0.8546,0.007058177220821381,,,1,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
34,train,17,0.38966,0.86004,0.0070080856537818904,5.7,14.138230056183492,1,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
35,test,17,0.3831,0.857,0.007062461388111114,,,1,4,36928,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,layerwise,CNN_layerwise
