,type,epoch,top1,top5,loss,time,network_norm,trainable_params,round,optimizer,hidden_layer_dim,batch_size,batch_norm,weight_decay,learning_rate,invariant,condition,max_epochs,model,train_strategy,model_strategy
2,train,1,0.38848,0.85538,0.0070367184758186345,6.1,13.29803716205798,75654,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
3,test,1,0.3779,0.8542,0.007083926665782929,,,75654,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
4,train,2,0.38782,0.85796,0.007029625618457794,6.1,13.341837839377044,75654,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
5,test,2,0.3803,0.8551,0.007080955731868744,,,75654,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
6,train,3,0.38618,0.85676,0.007030449447631836,6.1,13.388617703647608,75654,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
7,test,3,0.3785,0.8544,0.007091007900238037,,,75654,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
8,train,4,0.38692,0.8574,0.007029387576580047,6.1,13.43534421789293,75654,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
9,test,4,0.3783,0.8551,0.007084547173976898,,,75654,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
10,train,5,0.38896,0.8579,0.007018043220043182,6.1,13.482025512036298,75654,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
11,test,5,0.382,0.8553,0.0070729655623435975,,,75654,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
12,train,6,0.3873,0.85854,0.0070182257509231565,6.1,13.527197170573107,75654,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
13,test,6,0.3798,0.8569,0.0070735826134681705,,,75654,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
14,train,7,0.38756,0.85792,0.007021377074718475,6.1,13.573388772999339,75654,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
15,test,7,0.3773,0.8539,0.007083330798149109,,,75654,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
16,train,8,0.38702,0.85768,0.007022343916893005,6.1,13.619286398031287,75654,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
17,test,8,0.3789,0.8559,0.0070807727456092835,,,75654,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
18,train,9,0.38708,0.8579,0.007017430658340454,6.1,13.66412673845325,75654,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
19,test,9,0.3796,0.8583,0.007066048455238342,,,75654,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
20,train,10,0.38882,0.85978,0.007008179476261139,6.1,13.710314871899268,75654,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
21,test,10,0.3794,0.8575,0.007062767791748047,,,75654,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
22,train,11,0.3877,0.8584,0.007020819623470307,6.1,13.753374350859032,75654,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
23,test,11,0.378,0.858,0.007076613092422485,,,75654,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
24,train,12,0.39202,0.8569,0.007011155622005463,6.1,13.797614764061317,75654,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
25,test,12,0.3814,0.8563,0.007067986905574798,,,75654,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
26,train,13,0.38936,0.85802,0.00700844806432724,6.1,13.842522742212298,75654,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
27,test,13,0.3817,0.858,0.007057047820091248,,,75654,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
28,train,14,0.38914,0.8579,0.00700396568775177,6.1,13.887945100556339,75654,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
29,test,14,0.3835,0.8562,0.007060432350635529,,,75654,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
30,train,15,0.38994,0.8598,0.007006790125370026,6.1,13.933574424087999,75654,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
31,test,15,0.3835,0.8547,0.007058653664588928,,,75654,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
32,train,16,0.38976,0.86002,0.0070000938653945926,6.1,13.981226117567148,75654,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
33,test,16,0.3795,0.8569,0.007050519025325775,,,75654,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
34,train,17,0.39078,0.85884,0.006995781304836273,6.1,14.02008167291043,75654,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
35,test,17,0.384,0.8575,0.007055953323841095,,,75654,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
36,train,18,0.38922,0.85748,0.00700312691450119,6.1,14.064216283250596,75654,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
37,test,18,0.3796,0.8594,0.007047373795509338,,,75654,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
38,train,19,0.3905,0.86034,0.006995770044326782,6.1,14.110222719884385,75654,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
39,test,19,0.3828,0.8583,0.007054142725467682,,,75654,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
0,train,0,0.3922,0.85902,0.006989338204860687,6.2,14.15325021508905,75654,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
1,test,0,0.3839,0.8563,0.007048061716556549,,,75654,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
2,train,1,0.39008,0.86058,0.006986111240386963,6.1,14.19801043761576,75654,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
3,test,1,0.384,0.8583,0.007040643131732941,,,75654,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
4,train,2,0.39084,0.85904,0.0069866586995124816,6.1,14.238600850335864,75654,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
5,test,2,0.3814,0.8584,0.007038831079006195,,,75654,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
6,train,3,0.39164,0.8594,0.006979974734783173,6.1,14.283572063109329,75654,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
7,test,3,0.3845,0.8585,0.007041527545452118,,,75654,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
8,train,4,0.3902,0.85982,0.006984283173084259,6.1,14.325237012420114,75654,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
9,test,4,0.3834,0.8559,0.0070439563035964966,,,75654,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
10,train,5,0.39278,0.85966,0.0069798863124847415,6.1,14.364987174723362,75654,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
11,test,5,0.3845,0.8562,0.007039582872390747,,,75654,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
12,train,6,0.39088,0.86184,0.006974281930923462,6.1,14.407948357331906,75654,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
13,test,6,0.3815,0.857,0.0070325047969818115,,,75654,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
14,train,7,0.39136,0.86064,0.006971954514980316,6.1,14.448624919778474,75654,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
15,test,7,0.3834,0.8583,0.007032863903045654,,,75654,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
16,train,8,0.39354,0.86014,0.006972977895736694,6.1,14.490213769287141,75654,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
17,test,8,0.382,0.8575,0.0070366978049278255,,,75654,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
18,train,9,0.39298,0.8598,0.006974330289363861,6.1,14.527436419869113,75654,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
19,test,9,0.3853,0.8575,0.007031622052192688,,,75654,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
20,train,10,0.3918,0.86052,0.006968996710777282,6.1,14.568654383373447,75654,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
21,test,10,0.3833,0.8578,0.007029880225658417,,,75654,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
22,train,11,0.3918,0.8613,0.006972765452861786,6.1,14.61297671965199,75654,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
23,test,11,0.3845,0.8615,0.007018953430652618,,,75654,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
24,train,12,0.39326,0.85974,0.006968570013046265,6.1,14.651967107881473,75654,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
25,test,12,0.383,0.8601,0.007027809083461761,,,75654,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
26,train,13,0.39028,0.86102,0.006972536792755127,6.3,14.69255077221575,75654,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
27,test,13,0.3807,0.8582,0.0070362978458404545,,,75654,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
28,train,14,0.394,0.86144,0.006963613798618317,6.1,14.731718666721992,75654,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
29,test,14,0.3834,0.8591,0.007024475789070129,,,75654,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
30,train,15,0.39192,0.86252,0.006958941674232483,6.1,14.77245780740494,75654,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
31,test,15,0.3836,0.8589,0.007018454444408417,,,75654,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
32,train,16,0.39234,0.86182,0.00696456642627716,6.1,14.81015094281248,75654,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
33,test,16,0.383,0.8618,0.007029317438602447,,,75654,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
34,train,17,0.39436,0.86148,0.006954496514797211,6.1,14.848713871207034,75654,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
35,test,17,0.3847,0.8605,0.00700825731754303,,,75654,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
36,train,18,0.3936,0.8615,0.006952797687053681,6.1,14.891581917938872,75654,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
37,test,18,0.3871,0.8613,0.007015389525890351,,,75654,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
38,train,19,0.39286,0.86188,0.006953480682373047,6.1,14.930590516522816,75654,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
39,test,19,0.3856,0.86,0.007012235796451568,,,75654,4,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
0,train,0,0.39296,0.86108,0.006959697818756104,6.2,14.968647467988733,75654,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
1,test,0,0.3856,0.8573,0.007014752650260925,,,75654,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
2,train,1,0.39338,0.8632,0.006953375978469849,6.1,15.005270099299247,75654,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
3,test,1,0.3821,0.8615,0.00700659601688385,,,75654,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
4,train,2,0.39332,0.86132,0.0069483862853050235,6.1,15.043282871561004,75654,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
5,test,2,0.3856,0.8626,0.0070043400168418885,,,75654,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
6,train,3,0.39314,0.86294,0.006948354012966156,6.1,15.08167233303099,75654,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
7,test,3,0.383,0.8608,0.007003862226009369,,,75654,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
8,train,4,0.39412,0.86208,0.006946486437320709,6.1,15.118698213965995,75654,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
9,test,4,0.3816,0.8596,0.007007649040222168,,,75654,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
10,train,5,0.39436,0.86252,0.006943224742412567,6.1,15.156261256172222,75654,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
11,test,5,0.3872,0.8605,0.006998687601089478,,,75654,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
12,train,6,0.39448,0.86242,0.0069429877424240114,6.1,15.196982800898763,75654,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
13,test,6,0.3844,0.8617,0.0070001662850379944,,,75654,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
14,train,7,0.39388,0.86258,0.006939513547420502,6.1,15.23546882019475,75654,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
15,test,7,0.3873,0.8617,0.006987141239643097,,,75654,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
16,train,8,0.39528,0.86292,0.0069328261423110965,6.1,15.27327373491531,75654,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
17,test,8,0.3829,0.8603,0.006992036688327789,,,75654,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
18,train,9,0.3933,0.86368,0.006939086856842041,6.1,15.311147562390463,75654,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
19,test,9,0.3834,0.8612,0.007004516530036926,,,75654,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
20,train,10,0.39474,0.86182,0.006940622320175171,6.1,15.345574285399753,75654,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
21,test,10,0.385,0.862,0.006993493413925171,,,75654,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
22,train,11,0.39462,0.86266,0.006935051546096802,6.1,15.382820096700952,75654,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
23,test,11,0.3882,0.861,0.0069910483002662656,,,75654,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
24,train,12,0.39528,0.8615,0.0069331414461135865,6.1,15.421267208606524,75654,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
25,test,12,0.3844,0.8613,0.006995130324363708,,,75654,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
26,train,13,0.39416,0.86372,0.006929756410121918,6.1,15.457643037210232,75654,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
27,test,13,0.3824,0.8634,0.006987809073925018,,,75654,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
28,train,14,0.39458,0.86216,0.006939496116638183,6.1,15.489486033538974,75654,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
29,test,14,0.3851,0.8609,0.006994629943370819,,,75654,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
30,train,15,0.3975,0.86366,0.006920756621360779,6.1,15.528506303371826,75654,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
31,test,15,0.3883,0.8603,0.006984730637073517,,,75654,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
32,train,16,0.39342,0.86292,0.006932812461853027,6.1,15.567030419962268,75654,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
33,test,16,0.3844,0.8623,0.006997318923473358,,,75654,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
34,train,17,0.3968,0.86482,0.0069190665626525875,6.1,15.601220686903439,75654,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
35,test,17,0.3843,0.8635,0.006982288265228271,,,75654,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
36,train,18,0.39462,0.86426,0.0069217422938346864,6.1,15.6374027170339,75654,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
37,test,18,0.3875,0.8617,0.006986291205883026,,,75654,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
38,train,19,0.397,0.86262,0.006923394849300385,6.1,15.672416247139221,75654,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
39,test,19,0.3849,0.8614,0.006977492415904999,,,75654,5,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
0,train,0,0.39552,0.8638,0.006919169602394104,6.2,15.710450462678848,75654,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
1,test,0,0.3865,0.8614,0.0069860109925270085,,,75654,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
2,train,1,0.39692,0.86408,0.006917537267208099,6.1,15.74664758830702,75654,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
3,test,1,0.3837,0.8633,0.006982736957073211,,,75654,6,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
