,type,epoch,top1,top5,loss,time,network_norm,trainable_params,round,optimizer,hidden_layer_dim,batch_size,batch_norm,weight_decay,learning_rate,invariant,condition,max_epochs,model,train_strategy,model_strategy
0,train,0,0.24434,0.7588,0.008308226521015167,6.2,8.28326869557437,75654,0,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
1,test,0,0.2436,0.7604,0.0082968444108963,,,75654,0,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
2,train,1,0.29178,0.79656,0.007914050300121307,6.1,8.612450950415305,75654,0,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
3,test,1,0.294,0.7951,0.00790251123905182,,,75654,0,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
4,train,2,0.31322,0.8109,0.007725312161445618,6.1,8.90490727211277,75654,0,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
5,test,2,0.3091,0.8128,0.0077189641237258915,,,75654,0,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
6,train,3,0.32724,0.81914,0.007620288088321686,6.1,9.133473057431871,75654,0,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
7,test,3,0.3206,0.8186,0.007618789064884186,,,75654,0,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
8,train,4,0.3338,0.8222,0.007546609997749329,6.1,9.3255462031398,75654,0,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
9,test,4,0.3277,0.8209,0.007540415167808533,,,75654,0,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
10,train,5,0.34224,0.82742,0.007486838355064392,6.1,9.487747132277963,75654,0,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
11,test,5,0.3303,0.8262,0.007482481265068054,,,75654,0,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
12,train,6,0.34258,0.8309,0.007447217946052551,6.1,9.631494012150773,75654,0,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
13,test,6,0.3359,0.828,0.007443987894058228,,,75654,0,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
14,train,7,0.35224,0.83138,0.007405422203540802,6.4,9.758047256394002,75654,0,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
15,test,7,0.3465,0.8304,0.0074112689137458805,,,75654,0,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
16,train,8,0.35452,0.83552,0.007378635001182556,6.1,9.875959183156494,75654,0,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
17,test,8,0.3486,0.8325,0.0073831023812294,,,75654,0,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
18,train,9,0.35508,0.83614,0.0073584585309028625,6.1,9.981670598985504,75654,0,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
19,test,9,0.3487,0.8361,0.007354645180702209,,,75654,0,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
20,train,10,0.35532,0.83824,0.0073379772400856014,6.1,10.08153802372907,75654,0,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
21,test,10,0.3529,0.8366,0.007341831588745117,,,75654,0,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
22,train,11,0.35974,0.83994,0.007319733998775483,6.1,10.179559483075606,75654,0,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
23,test,11,0.3524,0.8378,0.0073226395845413204,,,75654,0,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
24,train,12,0.3624,0.83882,0.00730537499666214,6.1,10.270383089066144,75654,0,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
25,test,12,0.3564,0.8341,0.007317893421649933,,,75654,0,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
26,train,13,0.3623,0.83946,0.00729160169839859,6.1,10.364108582991443,75654,0,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
27,test,13,0.3559,0.8382,0.00729458475112915,,,75654,0,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
28,train,14,0.3642,0.84,0.007280563533306122,6.1,10.451167289530709,75654,0,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
29,test,14,0.3551,0.84,0.007289872336387634,,,75654,0,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
30,train,15,0.36426,0.84222,0.007273555960655213,6.1,10.533352846681321,75654,0,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
31,test,15,0.357,0.8414,0.007274446177482605,,,75654,0,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
32,train,16,0.36738,0.84304,0.007251360559463501,6.1,10.616760109641367,75654,0,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
33,test,16,0.3579,0.8418,0.0072666130900383,,,75654,0,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
34,train,17,0.36572,0.84392,0.007239895811080933,6.1,10.702457889452909,75654,0,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
35,test,17,0.3581,0.8426,0.007253502464294434,,,75654,0,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
36,train,18,0.36794,0.84452,0.007236472971439362,6.1,10.780638709891663,75654,0,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
37,test,18,0.3615,0.8433,0.007238730442523956,,,75654,0,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
38,train,19,0.37062,0.84514,0.007217588522434234,6.1,10.862189543635344,75654,0,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
39,test,19,0.3601,0.8448,0.007228399074077606,,,75654,0,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
0,train,0,0.37102,0.84578,0.007211835238933563,6.2,10.9378101992165,75654,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
1,test,0,0.3615,0.8441,0.007216441130638122,,,75654,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
2,train,1,0.37146,0.84758,0.007203667085170746,6.2,11.01375257608213,75654,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
3,test,1,0.3605,0.8434,0.007217936086654663,,,75654,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
4,train,2,0.3729,0.84608,0.007193883545398712,6.1,11.091829560422779,75654,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
5,test,2,0.3641,0.8454,0.007207355391979218,,,75654,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
6,train,3,0.37302,0.8482,0.0071932189226150516,6.1,11.160845420007584,75654,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
7,test,3,0.3644,0.8467,0.007209734392166138,,,75654,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
8,train,4,0.37368,0.84806,0.007180057702064514,6.1,11.234475010934867,75654,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
9,test,4,0.3642,0.847,0.007201660346984863,,,75654,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
10,train,5,0.375,0.84938,0.007173089694976807,6.1,11.305516765942667,75654,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
11,test,5,0.3644,0.846,0.007195873236656189,,,75654,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
12,train,6,0.37598,0.84972,0.007168378808498382,6.1,11.373688976813716,75654,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
13,test,6,0.3683,0.8482,0.007181975746154785,,,75654,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
14,train,7,0.37438,0.84894,0.007164836213588714,6.1,11.44128219023959,75654,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
15,test,7,0.3662,0.8497,0.007183420896530152,,,75654,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
16,train,8,0.3767,0.8502,0.00715401193857193,6.1,11.505753766751534,75654,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
17,test,8,0.3677,0.8485,0.007175782501697541,,,75654,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
18,train,9,0.37632,0.8512,0.007153294219970703,6.1,11.575062182575152,75654,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
19,test,9,0.3703,0.8511,0.0071764631867408755,,,75654,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
20,train,10,0.37628,0.8504,0.00714573080778122,6.1,11.638492255493578,75654,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
21,test,10,0.3685,0.8494,0.007175432825088501,,,75654,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
22,train,11,0.37928,0.85094,0.0071372823190689084,6.1,11.69962309146564,75654,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
23,test,11,0.3701,0.8504,0.007163097798824311,,,75654,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
24,train,12,0.3786,0.85162,0.007137840704917907,6.1,11.76380640624593,75654,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
25,test,12,0.3701,0.8495,0.0071559779047966005,,,75654,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
26,train,13,0.37906,0.8501,0.0071303739738464355,6.1,11.822268983158013,75654,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
27,test,13,0.3722,0.8495,0.007156159627437592,,,75654,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
28,train,14,0.38034,0.8533,0.0071250699758529665,6.1,11.882802973068818,75654,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
29,test,14,0.3706,0.8502,0.007161993515491486,,,75654,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
30,train,15,0.37782,0.85086,0.0071235776185989376,6.1,11.944065939885753,75654,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
31,test,15,0.3689,0.8505,0.007149505579471588,,,75654,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
32,train,16,0.37936,0.85162,0.007120079553127288,6.2,12.005415837977578,75654,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
33,test,16,0.3719,0.8516,0.007159263515472412,,,75654,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
34,train,17,0.38126,0.85208,0.0071139656448364254,6.1,12.061510819104068,75654,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
35,test,17,0.3757,0.8512,0.007148332262039185,,,75654,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
36,train,18,0.38114,0.85264,0.007109677934646607,6.1,12.116896380480906,75654,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
37,test,18,0.3745,0.8486,0.007140645039081573,,,75654,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
38,train,19,0.38182,0.85334,0.007107596266269684,6.1,12.17310300219172,75654,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
39,test,19,0.3768,0.852,0.007133708572387695,,,75654,1,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
0,train,0,0.38008,0.85298,0.007103783857822418,6.2,12.230531336364653,75654,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
1,test,0,0.3739,0.8513,0.007127215218544006,,,75654,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
2,train,1,0.37984,0.85226,0.007096585173606873,6.1,12.284934931673746,75654,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
3,test,1,0.3742,0.8521,0.007133479070663452,,,75654,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
4,train,2,0.38118,0.8522,0.007099874098300934,6.1,12.337426652324478,75654,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
5,test,2,0.3718,0.8504,0.007134968423843384,,,75654,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
6,train,3,0.38246,0.85376,0.007086746826171875,6.1,12.392999783135604,75654,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
7,test,3,0.3727,0.8516,0.007118975222110749,,,75654,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
8,train,4,0.38262,0.85484,0.007091862385272979,6.1,12.446226136555387,75654,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
9,test,4,0.3739,0.8525,0.007123492240905762,,,75654,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
10,train,5,0.38234,0.85478,0.0070822287440299985,6.1,12.500404698643631,75654,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
11,test,5,0.3763,0.8544,0.007114141416549683,,,75654,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
12,train,6,0.38318,0.85444,0.007078254861831665,6.1,12.552371226290946,75654,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
13,test,6,0.3753,0.8516,0.007117646908760071,,,75654,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
14,train,7,0.38312,0.85522,0.007079849798679352,6.1,12.603375947731285,75654,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
15,test,7,0.3783,0.8517,0.007124025225639343,,,75654,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
16,train,8,0.38414,0.85554,0.007071844811439514,6.1,12.654955591774742,75654,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
17,test,8,0.3756,0.8556,0.007104501974582672,,,75654,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
18,train,9,0.38584,0.85494,0.007064630391597748,6.1,12.706367089395505,75654,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
19,test,9,0.3781,0.8538,0.007109439337253571,,,75654,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
20,train,10,0.38306,0.8555,0.007065845465660095,6.3,12.758903873182849,75654,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
21,test,10,0.3772,0.8543,0.007105943477153778,,,75654,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
22,train,11,0.38554,0.85402,0.007060370094776154,6.1,12.812520190804966,75654,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
23,test,11,0.3805,0.8537,0.007094696950912476,,,75654,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
24,train,12,0.38412,0.85502,0.007063623857498169,6.1,12.862249812360853,75654,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
25,test,12,0.3758,0.8529,0.0071035026907920835,,,75654,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
26,train,13,0.38412,0.85564,0.0070574913501739505,6.1,12.910651865086766,75654,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
27,test,13,0.3766,0.8535,0.007097825419902801,,,75654,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
28,train,14,0.38572,0.8561,0.007051038167476654,6.1,12.960629369573605,75654,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
29,test,14,0.3804,0.8551,0.007090566504001618,,,75654,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
30,train,15,0.38604,0.85508,0.007048255062103271,6.1,13.009342919634525,75654,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
31,test,15,0.3793,0.8566,0.007090903532505036,,,75654,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
32,train,16,0.38538,0.85464,0.0070483504772186276,6.1,13.058083441220075,75654,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
33,test,16,0.3788,0.8553,0.007095712590217591,,,75654,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
34,train,17,0.38592,0.85424,0.007046419453620911,6.1,13.109622650336833,75654,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
35,test,17,0.3782,0.8547,0.007098599827289581,,,75654,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
36,train,18,0.38864,0.85608,0.007044563219547272,6.1,13.156512024572887,75654,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
37,test,18,0.378,0.8565,0.0070945627331733705,,,75654,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
38,train,19,0.3877,0.85748,0.007037018520832061,6.1,13.205197194585649,75654,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
39,test,19,0.3788,0.8549,0.007086582398414612,,,75654,2,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
0,train,0,0.38864,0.85438,0.007042494101524353,6.2,13.250347807547016,75654,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
1,test,0,0.3806,0.8543,0.007093476271629333,,,75654,3,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CIFAR10,20,CNN,backprop,CNN_backprop
